Customer ID,Credit Score,Country,Gender,Age,Tenure,Balance,Credit Card Status,Activty Status,Churn Status,Products,Age Groups,Credit Scores,Acc Balance,Min Churn Rate,Max Churn Rate,Target Churn Rate
15692583,678,France,Female,32,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15624347,651,France,Male,40,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15618182,678,France,Female,38,2,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15762110,628,France,Male,37,0,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15773906,655,France,Male,38,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15570326,621,France,Male,34,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15600992,652,France,Male,36,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15650098,630,France,Female,40,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15578515,659,France,Female,38,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15647402,628,France,Female,38,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15740494,633,France,Female,33,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15778287,622,France,Male,35,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15586974,656,France,Male,39,10,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15631813,621,France,Male,39,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15711378,677,France,Male,38,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15718106,625,France,Male,34,6,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15636238,611,France,Male,40,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15645543,636,France,Female,34,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15674851,622,France,Male,38,5,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15683471,691,France,Male,38,7,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15738219,632,France,Female,36,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15681956,684,France,Male,34,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15713479,656,France,Male,35,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15716023,693,France,Male,31,1,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15591386,622,France,Female,35,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15635597,644,France,Male,33,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15745543,687,France,Male,39,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15655238,668,France,Female,31,9,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15581840,626,France,Male,33,8,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15608886,679,France,Female,33,1,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15652540,683,France,Male,31,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15667554,605,France,Male,35,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15689147,652,France,Female,40,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15610594,644,France,Female,37,8,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15734628,623,France,Female,35,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15613097,605,France,Female,33,4,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15700353,662,France,Female,37,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15623430,672,France,Male,34,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15772632,680,France,Female,34,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15641136,629,France,Male,32,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15661219,627,France,Male,32,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15628007,653,France,Male,33,1,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15755825,666,France,Male,39,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15612615,616,France,Female,37,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15761348,601,France,Female,38,0,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15813532,625,France,Female,39,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15627697,662,France,Male,34,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15797010,649,France,Female,31,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15712584,670,France,Female,33,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15655794,620,France,Male,36,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15668347,624,France,Male,36,6,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15597265,660,France,Male,38,7,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15733876,667,France,Male,36,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15693347,676,France,Female,32,5,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15685109,689,France,Male,39,7,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15758482,626,France,Female,32,0,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15771483,609,France,Male,40,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15714658,696,France,Female,33,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15726358,681,France,Male,34,7,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15694946,663,France,Male,35,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15789863,683,France,Male,39,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15576219,615,France,Male,32,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15605327,607,France,Male,35,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15610140,601,France,Female,34,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15670619,631,France,Female,33,8,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15662901,656,France,Male,37,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15779529,620,France,Male,32,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15721592,665,France,Female,38,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15774872,663,France,Male,36,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15769902,679,France,Female,33,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15672330,678,France,Female,31,1,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15668521,693,France,Male,37,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15633854,654,France,Female,40,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15625126,629,France,Female,40,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15751333,695,France,Female,36,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15627412,605,France,Male,39,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15734609,657,France,Female,37,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15654519,680,France,Male,31,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15570360,641,France,Female,35,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15585280,649,France,Female,36,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15787151,638,France,Female,34,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15645045,659,France,Female,38,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15586629,637,France,Male,33,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15771855,682,France,Male,37,5,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15749693,658,France,Female,32,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15796480,687,France,Female,31,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15626806,668,France,Female,32,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15753213,604,France,Female,34,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15626474,686,France,Female,31,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15645835,605,France,Male,32,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15694160,624,France,Male,37,0,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15760825,604,France,Female,40,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15667889,611,France,Female,37,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15729435,623,France,Male,40,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15746341,630,France,Male,40,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15732334,653,France,Female,40,0,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15695168,625,France,Male,39,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15629603,607,France,Male,31,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15786643,602,France,Male,32,10,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15806403,650,France,Male,37,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15750458,693,France,Female,39,4,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15667085,667,France,Male,33,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15588197,670,France,Male,36,7,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15758306,654,France,Male,32,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15636396,627,France,Female,35,7,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15757777,636,France,Female,35,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15778947,628,France,Male,36,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15720847,601,France,Male,35,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15765266,615,France,Male,32,1,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15659820,614,France,Female,34,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15662626,666,France,Female,40,2,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15742028,602,France,Female,35,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15628279,624,France,Female,38,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15766163,676,France,Male,38,1,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15569364,666,France,Male,36,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15585839,633,France,Male,37,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15595136,645,France,Female,37,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15787035,602,France,Female,35,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15658670,669,France,Female,38,8,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15658852,676,France,Male,38,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15656029,609,France,Male,37,6,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15738248,662,France,Female,37,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15739514,659,France,Female,32,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15801821,691,France,Male,38,1,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15611961,615,France,Male,35,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15624451,641,France,Female,38,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15669606,690,France,Male,33,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15718773,638,France,Female,32,0,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15774536,607,France,Female,32,6,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15679810,690,France,Male,39,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15799186,632,France,Male,38,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15637428,660,France,Male,35,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15720676,700,France,Female,37,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15731829,616,France,Male,34,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15624323,642,France,Male,36,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15621440,694,France,Male,38,1,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15722425,639,France,Male,32,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15607884,663,France,Female,39,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15793585,675,France,Male,35,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15743759,619,France,Male,39,5,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15606177,672,France,Male,39,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15796958,658,France,Male,39,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15661349,633,France,Male,35,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15813640,642,France,Female,40,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15696277,651,France,Female,34,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15682084,680,France,Male,31,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15578375,628,France,Male,39,6,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15756155,645,France,Male,32,4,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15782879,656,France,Male,40,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15719017,672,France,Female,34,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15732265,630,France,Male,33,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15814519,648,France,Female,37,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15700650,681,France,Male,34,3,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15775206,699,France,Male,37,10,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15656484,682,France,Male,40,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15786469,686,France,Female,34,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15586504,694,France,Male,40,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15713043,691,France,Female,33,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15640648,698,France,Male,36,6,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15695078,699,France,Male,32,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15579787,686,France,Male,39,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15760851,629,France,Male,31,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15806407,652,France,Female,37,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15670866,693,France,Male,31,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15653455,648,France,Female,38,2,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15730418,652,France,Female,32,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15714260,646,France,Female,38,2,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15656627,602,France,Male,34,5,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15690695,683,France,Female,33,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15755978,606,France,Male,31,10,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15626143,695,France,Male,37,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15773242,621,France,Male,32,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15792029,620,France,Male,32,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15581505,641,France,Male,35,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15789936,663,France,Female,33,2,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15645904,685,France,Female,33,6,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15614054,665,France,Male,36,1,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15606861,636,France,Male,34,8,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15615473,646,France,Female,33,2,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15776629,650,France,Female,39,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15651955,603,France,Male,31,4,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15700656,662,France,Male,32,9,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15577988,614,France,Female,35,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15740264,640,France,Male,38,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15605455,664,France,Male,40,9,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15693088,628,France,Female,37,9,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15662571,639,France,Male,35,8,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15727539,618,France,Female,31,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15773394,644,France,Male,38,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15637138,660,France,Male,34,1,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15750396,670,France,Male,33,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15811877,700,France,Female,36,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15663942,639,France,Female,38,5,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15668679,630,France,Male,31,0,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15681755,605,France,Female,32,5,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15699340,680,France,Male,37,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15682540,602,France,Female,33,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15701885,647,France,Female,40,9,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15708714,675,France,Female,33,6,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15805627,670,France,Male,37,2,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15578722,689,France,Male,39,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15763194,643,France,Male,34,7,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15726167,655,France,Male,37,4,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15660144,660,France,Male,38,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15631693,697,France,Male,36,7,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15647191,677,France,Male,36,4,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15705379,678,France,Male,38,3,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15604963,661,France,Male,39,5,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15680843,675,France,Male,34,8,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15773949,692,France,Female,36,3,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15576131,666,France,Male,40,5,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15667633,612,France,Female,38,1,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15683560,642,France,Female,40,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15777179,687,France,Male,35,9,$0,Not Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15772479,673,France,Male,37,4,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15774316,630,France,Male,37,6,$0,Owned,Active,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15605827,645,France,Male,39,8,$0,Not Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
15614137,685,France,Female,40,7,$0,Owned,Inactive,Not Churned,Prod 2,31-40,601-700,0,0,1,0.15
